nodes,connection
"(1014, 1493)",0.43014481390105136
"(628, 1145)",0.7331062312963412
"(411, 899)",0.9245223852204103
"(632, 1237)",0.8662911664534287
"(892, 1043)",0.8934249800391731
"(1146, 1348)",0.5424716313457264
"(871, 976)",0.9353653515820629
"(1419, 1491)",0.9271202208430509
"(449, 1345)",0.9123269336379599
"(1017, 1090)",0.9227790375135889
"(410, 727)",0.8637467262898436
"(1160, 1335)",0.9148006996394564
"(1280, 1366)",0.08407565395161704
"(1234, 1511)",0.9492239974920343
"(399, 1427)",0.9266469916305651
"(345, 1079)",0.889495417646065
"(1277, 1279)",0.9394797976465862
"(428, 580)",0.7313132020624424
"(752, 868)",0.7057764384006691
"(991, 1283)",0.6713581466451526
"(347, 876)",0.685549639883545
"(925, 1549)",0.08872137091646631
"(1009, 1349)",0.7292656368762185
"(739, 1418)",0.8916632394332706
"(1222, 1270)",0.6672148785535921
"(771, 1261)",0.5522299128040178
"(876, 1567)",0.8907860090483266
"(311, 1381)",0.20725810728860294
"(1035, 1524)",0.3327156690875523
"(1060, 1122)",0.9347424450935592
"(749, 1327)",0.8985078930706236
"(399, 964)",0.9492239974920343
"(452, 631)",0.21151484840534415
"(645, 1371)",0.5437677764516616
"(493, 1599)",0.9150626640379593
"(334, 1175)",0.7106500936117299
"(394, 845)",0.7338358181261362
"(1154, 1516)",0.9315055585734152
"(1042, 1261)",0.47824001173529934
"(538, 1080)",0.5876898280940136
"(1151, 1267)",0.5842249487449491
"(611, 2555)",0.9492239974920343
"(617, 1152)",0.929976305227455
"(367, 915)",0.15809990629857232
"(1097, 1534)",0.430973327574375
"(499, 630)",0.8860903094632111
"(430, 533)",0.2208907350857718
"(409, 1416)",0.9071518465580318
"(464, 615)",0.8111876878405391
"(973, 1265)",0.20512923515966425
"(440, 956)",0.4721099264739065
"(589, 1253)",0.511848273122586
"(581, 1154)",0.5489282396460912
"(536, 1185)",0.783684266669081
"(460, 1239)",0.9370818525657137
"(988, 1127)",0.15919045875786952
"(438, 1012)",0.7221979558826418
"(790, 931)",0.9358057675681581
"(539, 1586)",0.9228601076259896
"(698, 1457)",0.14243746066464535
"(509, 595)",0.5748261549125433
"(418, 1593)",0.6617521871250253
"(882, 1198)",0.5168856290184265
"(650, 1473)",0.8279596020208725
"(728, 1565)",0.7792035187304708
"(456, 1175)",0.4292652684922708
"(447, 1013)",0.5260499019721055
"(423, 1490)",0.5300055289789976
"(572, 1341)",0.7034531557074908
"(414, 1265)",0.9008905448851012
"(300, 1244)",0.7021853802312457
"(718, 901)",0.4164702252958127
"(655, 1362)",0.9492239974920343
"(427, 1574)",0.2675205395861781
"(1198, 1237)",0.5059051923144442
"(1088, 1569)",0.9493783827302854
"(809, 1034)",0.7777721570414224
"(695, 880)",0.941390088553564
"(580, 814)",0.42083601935074405
"(720, 1301)",0.8453220432680315
"(907, 1484)",0.7577075084248988
"(347, 1228)",0.8836055176281419
"(1445, 1590)",0.9452438072189447
"(1113, 1593)",0.1433610283038583
"(382, 1320)",0.44788883114483385
"(717, 1194)",0.08407565395161704
"(373, 1037)",0.9259403770146406
"(384, 1284)",0.35807959073022766
"(655, 1580)",0.15112909061181115
"(321, 426)",0.8903856797643434
"(364, 385)",0.5213989767964496
"(488, 956)",0.685549639883545
"(608, 708)",0.33866053204669755
"(591, 1503)",0.7265003577751961
"(437, 978)",0.11114337387385465
"(1505, 1538)",0.8761759517374585
"(970, 1340)",0.9492239974920343
"(621, 665)",0.7664490479331815
"(433, 1215)",0.6608256226128455
"(805, 899)",0.5819877241149579
"(432, 702)",0.2583463528425041
"(1350, 1524)",0.24097394963844052
"(932, 1292)",0.7237702807277296
"(337, 1024)",0.9122874742897321
"(1049, 1258)",0.7179618720110705
"(482, 1086)",0.14778920684151772
"(862, 895)",0.6541624065747464
"(1106, 1472)",0.36407045452459486
"(1267, 1332)",0.885900275769342
"(1261, 1593)",0.527856110570062
"(865, 1490)",0.49113885602839824
"(709, 1264)",0.25686932187809713
"(1017, 1185)",0.8432658807935083
"(838, 1147)",0.8206123030625145
"(1131, 1421)",0.6354958380566554
"(534, 1590)",0.7640362528977688
"(578, 1301)",0.3657766928599344
"(715, 1104)",0.9091992735569665
"(535, 1351)",0.08407565395161704
"(611, 930)",0.5364242265786194
"(1181, 1238)",0.8754363838407858
"(360, 1377)",0.9308346082762364
"(754, 1069)",0.9492239974920509
"(771, 1325)",0.903920150078545
"(718, 1486)",0.7848043495469409
"(482, 1332)",0.9492239974920343
"(452, 1512)",0.13654398623904124
"(381, 821)",0.7054985905582178
"(906, 1010)",0.7366414974221432
"(608, 1313)",0.8519080096633326
"(696, 820)",0.49309003632284476
"(892, 1561)",0.6859390509390245
"(307, 1206)",0.9492239974920343
"(1059, 1485)",0.6620921463792535
"(996, 1253)",0.45316218680444453
"(301, 867)",0.5073429851959411
"(520, 1293)",0.9088139598877067
"(582, 1497)",0.8836055176281419
"(1388, 1568)",0.923703419632083
"(503, 1421)",0.5352460557603063
"(927, 1282)",0.9493495183125278
"(454, 1015)",0.7074754194702656
"(1216, 1368)",0.8661545025924562
"(639, 1077)",0.4610593073325781
"(745, 1285)",0.902016998534497
"(700, 1125)",0.08407565395161704
"(522, 873)",0.16449628233727676
"(387, 1477)",0.4500427114242379
"(420, 1444)",0.5592573205964491
"(754, 1300)",0.9492239974920343
"(710, 1570)",0.46427290372015
"(353, 1566)",0.4398603372907395
"(306, 1181)",0.3185282323178937
"(1334, 1520)",0.949223997796502
"(542, 807)",0.9315055585734152
"(313, 458)",0.942391063835958
"(538, 1205)",0.21262957700732052
"(376, 735)",0.660952016815596
"(517, 1512)",0.9492239974920343
"(742, 1329)",0.6743462134086917
"(823, 1428)",0.9492239974920343
"(408, 1336)",0.3905101415904032
"(920, 1448)",0.9133987723167095
"(810, 846)",0.8860903094632111
"(933, 1265)",0.6544998326567696
"(339, 988)",0.5687047371476058
"(910, 1506)",0.48955656646905593
"(354, 650)",0.6035116138778873
"(1059, 1133)",0.467060849939754
"(1182, 1275)",0.9302540281429394
"(379, 1077)",0.7597146769212485
"(694, 1578)",0.7384550301358512
"(957, 1537)",0.6032183279670202
"(851, 1555)",0.9494889581171724
"(651, 1400)",0.930536074358994
"(463, 1475)",0.8761878877860478
"(1005, 1092)",0.09392515612064366
"(800, 1090)",0.9494228398971936
"(1193, 1299)",0.8042184532468167
"(577, 1116)",0.5213989767964496
"(467, 1441)",0.903920150078545
"(772, 1407)",0.9280922261999452
"(687, 1277)",0.9031853203130957
"(580, 698)",0.7270861607811184
"(474, 927)",0.08407565395161704
"(959, 1150)",0.7664490479331815
"(956, 1487)",0.6599169945835514
"(578, 942)",0.5453078586873406
"(962, 1157)",0.7256293318178546
"(1110, 1468)",0.8661933345808501
"(615, 729)",0.5405377098002119
"(392, 1457)",0.91084750904488
"(575, 1005)",0.1929465774510898
"(705, 1085)",0.9492239974920343
"(453, 833)",0.5687047371476058
"(533, 1572)",0.9492240872360085
"(775, 822)",0.8711440209943108
"(1455, 1573)",0.9454751368420554
"(307, 640)",0.9492239974920343
"(603, 956)",0.9231690428275833
"(596, 914)",0.6032183279670202
"(405, 419)",0.531508592571271
"(502, 1291)",0.7910229062158507
"(1113, 1448)",0.0969646719764822
"(590, 914)",0.9074969055896498
"(983, 1116)",0.9348722315993704
"(465, 890)",0.9453356661772181
"(848, 1028)",0.5251109860498121
"(437, 1201)",0.7467838210776695
"(496, 1561)",0.9294154387629973
"(1227, 1449)",0.9446387076131256
"(1215, 1493)",0.8059831104914726
"(952, 1235)",0.8655864209517751
"(341, 583)",0.16449628233727676
"(1127, 1404)",0.7812809661145554
"(638, 893)",0.7327350853702386
"(742, 869)",0.8422170506499554
"(1208, 1291)",0.2378956061454886
"(533, 789)",0.08407669994211603
"(589, 1031)",0.823099666896941
"(1001, 1311)",0.09980290982783668
"(1199, 1384)",0.9492239974920343
"(982, 1464)",0.6544854869521459
"(364, 1212)",0.7061542570031923
"(550, 645)",0.14897089755270715
"(955, 1347)",0.4476784267223389
"(598, 1033)",0.7331062312963412
"(663, 794)",0.8999272831837605
"(905, 1243)",0.14419003282818185
"(465, 868)",0.13654398623904124
"(536, 549)",0.6237585127570595
"(695, 1537)",0.568729450009436
"(498, 1128)",0.8748029858703424
"(1100, 1200)",0.949223997796502
"(308, 372)",0.09091270629014556
"(1217, 1419)",0.8535327522150863
"(774, 1569)",0.6776057426692252
"(999, 1374)",0.9208683768719823
"(832, 1362)",0.8761759517374585
"(1250, 1574)",0.20314850550202493
"(1080, 1232)",0.6054045308820294
"(835, 1554)",0.7265003577751961
"(626, 830)",0.1539215825216169
"(847, 945)",0.5592573205964491
"(1055, 1482)",0.8924226192089442
"(436, 646)",0.8584295488214564
"(384, 1237)",0.8916929579863475
"(485, 1436)",0.9214695349686673
"(614, 1266)",0.6608256226128455
"(794, 1329)",0.08407565395161704
"(769, 1465)",0.6977722200994554
"(875, 1035)",0.54573901504914
"(766, 941)",0.24931763166842016
"(722, 899)",0.9492239974920343
"(371, 1299)",0.9380997831278141
"(779, 1376)",0.7054985905582178
"(947, 1456)",0.921069975263715
"(725, 1207)",0.9492239974920343
"(1314, 414)",0.9492239974920343
"(428, 1528)",0.44814245163044397
"(990, 1563)",0.5632655687972027
"(1264, 1311)",0.933175169349661
"(542, 613)",0.5243547856900539
"(485, 1396)",0.3821713042449433
"(395, 744)",0.6926615523400942
"(545, 994)",0.5671068659594055
"(850, 1484)",0.903892513160322
"(1556, 1582)",0.930536074358994
"(467, 589)",0.9434539320573748
"(955, 1473)",0.11066320953024748
"(507, 783)",0.9382817647073157
"(677, 746)",0.45316218680444453
"(452, 650)",0.4786494844869335
"(720, 1429)",0.6578194800800067
"(977, 1214)",0.15313947956593044
"(304, 1297)",0.9523059208401408
"(736, 824)",0.08407565395161704
"(1025, 1385)",0.943478158890601
"(1253, 1367)",0.6544998326567696
"(443, 1331)",0.9280150832842752
"(797, 1340)",0.9492239974920509
"(395, 1532)",0.11351263263709775
"(908, 1099)",0.7720473333212955
"(1446, 1593)",0.7424417137342507
"(502, 1406)",0.9273144503830146
"(339, 1557)",0.3994538018625326
"(512, 871)",0.9224118337823387
"(669, 1489)",0.10881169272137631
"(674, 1447)",0.9492239974920343
"(387, 1178)",0.08890338548090843
"(710, 832)",0.5213989767964496
"(1115, 1321)",0.430033375907862
"(538, 1524)",0.642046804807494
"(458, 1055)",0.9492239974920343
"(795, 1506)",0.15921311585901532
"(714, 851)",0.10716340385898253
"(1269, 1340)",0.10076406056405862
"(1022, 1207)",0.516611374205064
"(356, 1170)",0.10599849664075418
"(565, 1587)",0.9363786979359892
"(777, 1114)",0.12741190869729935
"(958, 1483)",0.661824474090369
"(1484, 1518)",0.5529607891729212
"(449, 1417)",0.9354745483362559
"(580, 1073)",0.2968030818839191
"(1083, 1310)",0.6292685233977184
"(591, 1066)",0.6924138306645021
"(722, 1255)",0.6894744446648856
"(543, 1007)",0.5806499440377643
"(855, 1293)",0.6534202262276367
"(927, 1267)",0.9492239974920343
"(1396, 1458)",0.8206123030625145
"(1132, 1578)",0.6926615523400942
"(1066, 1237)",0.8589497552986025
"(1375, 1496)",0.9235120732086911
"(842, 1366)",0.0866730239752354
"(698, 978)",0.9323932858154803
"(594, 1087)",0.5632655687972027
"(1138, 1455)",0.21248943742132775
"(884, 1210)",0.7464405733582093
"(388, 985)",0.8872620567385747
"(1076, 1552)",0.9149774542228981
"(512, 798)",0.516611374205064
"(768, 1072)",0.08407565395161704
"(649, 1326)",0.9076108494324049
"(700, 1191)",0.7021853802312457
"(898, 1031)",0.7962882405979095
"(386, 1200)",0.8931926924318888
"(984, 1174)",0.45475067809297576
"(867, 935)",0.40024047323017165
"(811, 1269)",0.9319796595955919
"(485, 1077)",0.1388580623423037
"(1164, 1597)",0.5030382309241384
"(1266, 1441)",0.8349156998440591
"(945, 966)",0.08407766708901099
"(621, 1419)",0.15443542918342776
"(1414, 1458)",0.9492239974920343
"(423, 708)",0.4476784267223389
"(305, 926)",0.9284164570522493
"(379, 1583)",0.1649567297015917
"(550, 1069)",0.9492239454324094
"(470, 890)",0.12297377559841835
"(1129, 1385)",0.8984102748111942
"(351, 1401)",0.9492239974920343
"(907, 1165)",0.908958764229197
"(1536, 1561)",0.6544933944419649
"(682, 1442)",0.4816257080224318
"(689, 1452)",0.4015554011598288
"(566, 1029)",0.5084837734331122
"(493, 1140)",0.939887186951399
"(672, 1043)",0.20681690602330435
"(819, 1311)",0.9484882207607145
"(773, 1018)",0.21718650250942315
"(1300, 1533)",0.5167607859651049
"(399, 1318)",0.9492239974920343
"(1205, 1458)",0.7599221024570032
"(659, 1396)",0.7328492244854041
"(626, 845)",0.685549639883545
"(1444, 1484)",0.382229817723559
"(356, 1294)",0.9302540281429394
"(1284, 1316)",0.8903856797643434
"(982, 1308)",0.5908278940979276
"(1335, 1434)",0.9492239914357974
"(725, 883)",0.6544854869521459
"(414, 883)",0.8101958538062431
"(1482, 1526)",0.14393787088097063
"(312, 331)",0.7840355972296259
"(388, 765)",0.8661933345808501
"(785, 1290)",0.9194413071079236
"(444, 1375)",0.7291939445053595
"(410, 537)",0.885900275769342
"(803, 1497)",0.7179618720110705
"(403, 1119)",0.8585810573460371
"(376, 902)",0.17481298561816444
"(325, 1191)",0.9431276082334058
"(872, 1243)",0.5418133760263971
"(957, 1490)",0.516611374205064
"(345, 673)",0.08407565395161706
"(357, 1090)",0.9227790375135889
"(2574, 758)",0.28205396187689347
"(1163, 1316)",0.6558971889619651
"(913, 1469)",0.6753769144782312
"(329, 1140)",0.23040909636654938
"(1401, 1573)",0.9492239974920343
"(416, 1406)",0.27919077820981325
"(326, 1514)",0.11611421638489935
"(397, 1449)",0.5231313534196094
"(798, 822)",0.4839899020402673
"(563, 965)",0.6538897894596003
"(514, 1569)",0.4435338571664132
"(524, 692)",0.9292491337539776
"(563, 574)",0.5283407528527584
"(725, 1060)",0.14920492850400868
"(1079, 1192)",0.6342525976914322
"(901, 1043)",0.8979614076191607
"(1071, 1491)",0.9271202208430509
"(332, 631)",0.42529069777201806
"(413, 810)",0.894269556879272
"(810, 1055)",0.5283407528527584
"(1250, 1557)",0.21624421711003924
"(1781, 2043)",0.262986185047131
"(1160, 1536)",0.9470581210429632
"(1093, 1553)",0.9414844816751758
"(608, 939)",0.7242817386760552
"(655, 1558)",0.37228055893979206
"(1074, 1544)",0.7059499260106267
"(390, 531)",0.6538897894596003
"(506, 1027)",0.9428214833045176
"(1048, 1261)",0.5213989767964496
"(466, 1075)",0.31469352418456153
"(446, 1562)",0.22414318914711304
"(659, 755)",0.1171595942724402
"(871, 1578)",0.7731237283436163
"(748, 1137)",0.31624682683664856
"(881, 1395)",0.9193656964200353
"(699, 1033)",0.08407565395161704
"(1181, 1514)",0.31335900844295655
"(726, 1262)",0.931286804390296
"(413, 1321)",0.9121609106712826
"(314, 662)",0.7558397898790703
"(933, 1398)",0.15210127071282156
"(918, 1131)",0.6140505624738906
"(300, 724)",0.49113885602839824
"(1027, 1046)",0.2208907350857718
"(1266, 1313)",0.14136131747424516
"(1268, 1575)",0.9182863648795953
"(1358, 1440)",0.9492239974920343
"(561, 951)",0.8513830455856145
"(334, 1599)",0.11931358799227622
"(594, 1209)",0.1122361684921985
"(895, 1183)",0.6507773823000063
"(418, 1078)",0.6822134065952639
"(460, 734)",0.43454891899650294
"(347, 367)",0.21647143048921716
"(749, 1162)",0.11146815436550199
"(763, 1390)",0.7350155108400802
"(359, 861)",0.13125624318285764
"(729, 841)",0.3327156690875523
"(533, 1036)",0.0953894145110879
"(435, 1064)",0.9147191733177124
"(1374, 1593)",0.7937310959256804
"(549, 967)",0.7597146769212485
"(1321, 1514)",0.17541145328497762
"(338, 950)",0.7867329448432396
"(805, 1345)",0.9308493514828957
"(986, 1473)",0.9316516693050916
"(470, 1094)",0.9492239974920343
"(378, 1213)",0.6600255000823306
"(550, 1144)",0.9492239454324094
"(956, 1237)",0.5059051923144442
"(2159, 1982)",0.9492239974920343
"(795, 936)",0.08298414786016728
"(361, 824)",0.9492239454324094
"(920, 1504)",0.24931763166842016
"(1133, 1173)",0.10524029530499858
"(482, 1291)",0.9168599252100765
"(862, 1389)",0.7471795236983119
"(596, 1163)",0.46849711846173797
"(845, 1157)",0.13758051701866197
"(1297, 1442)",0.9264431634247584
"(1133, 1200)",0.5463462911587994
"(955, 1502)",0.2021915776753853
"(960, 1098)",0.25373362287410917
"(927, 1417)",0.8575556900396835
"(438, 1024)",0.8793852836208632
"(1041, 1068)",0.4186149388420572
"(570, 628)",0.7727031472093329
"(700, 777)",0.6032183279670202
"(726, 1170)",0.6699456470745981
"(707, 867)",0.7934045191199178
"(410, 874)",0.21265963264250867
"(1064, 1534)",0.9308346082762364
"(401, 804)",0.21411713096317553
"(377, 533)",0.7627943303304783
"(989, 1186)",0.9076051604463907
"(653, 879)",0.6032183279670202
"(607, 1535)",0.48515156417612715
"(433, 1348)",0.6314641312851377
"(774, 916)",0.3994538018625326
"(1114, 1277)",0.8724550612943689
"(470, 913)",0.08407565395161704
"(801, 860)",0.8519080096633326
"(301, 628)",0.5259175370621836
"(851, 1172)",0.6392202411711398
"(454, 1462)",0.941169203418206
"(1307, 1567)",0.8346558668103484
"(957, 1488)",0.08407565395161704
"(409, 852)",0.20596062947203472
"(577, 1520)",0.7179618720110705
"(459, 1183)",0.5728647179732833
"(310, 1315)",0.10337550797405028
"(929, 941)",0.3873776867745074
"(323, 1246)",0.9492239974920343
"(842, 1285)",0.5332461546989848
"(451, 1140)",0.8150372862562446
"(319, 885)",0.8835768500529436
"(1195, 1324)",0.9492239974920343
"(533, 625)",0.3185282323178937
"(310, 872)",0.6467826783813325
"(583, 1555)",0.5548716756976565
"(1327, 1550)",0.8243252685387653
"(439, 1151)",0.9492239974920343
"(476, 1309)",0.8740972934378696
"(1192, 1515)",0.9254931459533099
"(851, 984)",0.08407565395161704
"(622, 1467)",0.9363175539038437
"(897, 1405)",0.38005731793722725
"(1305, 1312)",0.6354958380566554
"(1222, 1394)",0.9466871093993163
"(442, 848)",0.2048356721331176
"(607, 1504)",0.48515156417612715
"(994, 1335)",0.6406059994840729
"(453, 1361)",0.16234831686249399
"(414, 428)",0.9259403770146406
"(713, 824)",0.6557898308255837
"(867, 949)",0.5162174406116269
"(1231, 1546)",0.947986596447427
"(1103, 1380)",0.867101575354747
"(822, 1277)",0.7350155108400802
"(1309, 1437)",0.47222393382494576
"(374, 1338)",0.5887086633829547
"(747, 848)",0.8945133392929157
"(1216, 1325)",0.9492239974920343
"(594, 1130)",0.7057764384006691
"(1130, 1470)",0.8727917509807728
"(830, 1221)",0.09980290982783668
"(550, 893)",0.1735421696799404
"(331, 1448)",0.0889026068781175
"(306, 1363)",0.906583893226358
"(479, 1570)",0.867313802304913
"(843, 1274)",0.7962882405979095
"(687, 907)",0.35030099213559895
"(668, 1109)",0.8694640108444465
"(302, 1244)",0.9492239974920343
"(862, 1017)",0.6555795922561276
"(493, 1253)",0.9141192421452402
"(653, 1561)",0.37228055893979206
"(525, 1100)",0.08561151925300128
"(728, 999)",0.8365573120376599
"(430, 1588)",0.9292491341012062
"(314, 409)",0.8583818427255067
"(575, 1584)",0.7867329448432396
"(605, 1046)",0.8724550612943689
"(379, 995)",0.8936682773915139
"(373, 971)",0.6874146109143344
"(903, 1007)",0.9492222382607899
"(771, 1568)",0.49276297932951774
"(1235, 1592)",0.2089767219656601
"(360, 693)",0.5174517241296234
"(494, 957)",0.1539215825216169
"(1081, 1278)",0.5741459397036381
"(1274, 1300)",0.5359863372753417
"(930, 1081)",0.5876898280940136
"(540, 814)",0.09102605221189013
"(527, 567)",0.9492239974920343
"(301, 1179)",0.37228055893979206
"(958, 1141)",0.5774319424169192
"(369, 1108)",0.8558630625392435
"(554, 1378)",0.9008905448851012
"(700, 1509)",0.9168201544390021
"(654, 1496)",0.9402158866155078
"(708, 1395)",0.6467826783813325
"(1068, 1197)",0.9492239974920343
"(471, 806)",0.8724550612943689
"(585, 1382)",0.597276299294431
"(708, 1066)",0.25686932187809713
"(1380, 1447)",0.9074970936523521
"(519, 1248)",0.8726311362682138
"(672, 1177)",0.38989693387738195
"(548, 1475)",0.2831105960621743
"(1330, 1547)",0.6165780133565861
"(460, 867)",0.9224725807870269
"(688, 1272)",0.9336611513744786
"(776, 1244)",0.4943988651126004
"(1062, 1325)",0.6900320364464501
"(1153, 1501)",0.9492239974928718
"(833, 1285)",0.9001581633066863
"(460, 1381)",0.8773535771270116
"(516, 1260)",0.8877384324504278
"(1155, 1588)",0.8830362308895755
"(915, 1238)",0.08407565395161706
"(712, 929)",0.896081271202866
"(775, 1419)",0.9456877291629947
"(1012, 1280)",0.08407565395161704
"(1480, 1564)",0.8694640108444465
"(1344, 1541)",0.08407565395161704
"(996, 1157)",0.9391348688451556
"(452, 1202)",0.4676517078094352
"(997, 1136)",0.9344242658748882
"(639, 1542)",0.4398603372907395
"(853, 890)",0.7059499260106267
"(919, 1419)",0.9150243195410686
"(370, 1481)",0.5204195021542407
"(932, 1211)",0.9235871245842409
"(925, 1049)",0.4476784267223389
"(754, 1577)",0.10126484090645409
"(663, 1265)",0.6477513810262999
"(306, 1584)",0.5259175370621836
"(439, 1429)",0.23164457116534048
"(972, 1293)",0.14469297868218733
"(377, 1179)",0.949223997796502
"(522, 1521)",0.7427550412015672
"(336, 824)",0.10075956513351854
"(344, 949)",0.513968685019565
"(516, 714)",0.5522826581448665
"(314, 923)",0.8473989193636934
"(770, 1443)",0.10725759570770346
"(502, 795)",0.7664490479331815
"(811, 1070)",0.9145725729785565
"(1011, 1527)",0.7611012174682307
"(982, 1380)",0.3821713042449433
"(799, 1468)",0.6118166366786022
"(390, 1096)",0.14136131747424516
"(313, 533)",0.6233774904664928
"(750, 1510)",0.8694640108444465
"(339, 1425)",0.8202614360548329
"(477, 1097)",0.885446951427057
"(706, 1321)",0.08753096325861884
"(631, 943)",0.8715054509253828
"(711, 1155)",0.6032183279670202
"(790, 791)",0.9492239974920343
"(1106, 1270)",0.16176493974602085
"(694, 1105)",0.8803553526647407
"(768, 988)",0.8386049267747523
"(1334, 1413)",0.9121910638726886
"(317, 735)",0.9492239974920343
"(732, 1521)",0.4522861694951459
"(489, 1360)",0.9492390413646985
"(342, 566)",0.912326933775738
"(580, 1506)",0.6541289069643634
"(856, 1051)",0.5817713890949641
"(978, 1595)",0.08407565395161706
"(427, 455)",0.6336618599348264
"(467, 1102)",0.8614212350054637
"(469, 1115)",0.08407565395161704
"(732, 942)",0.9182863648795953
"(653, 956)",0.7021853802312457
"(624, 1106)",0.39357356502995444
"(762, 1432)",0.6417108063309762
"(453, 1277)",0.8558630625392435
"(1143, 1474)",0.9375444399251514
"(790, 1422)",0.9294448704285021
"(1039, 1536)",0.8681743429840141
"(689, 1091)",0.5127360817726039
"(414, 637)",0.9259403770146406
"(441, 1449)",0.10027227827996893
"(561, 651)",0.9024052110082533
"(654, 1205)",0.21262957700732052
"(725, 810)",0.3249397823521666
"(1208, 1212)",0.4336905385548257
"(477, 713)",0.13823695375324596
"(1038, 1069)",0.5476872603775823
"(789, 1190)",0.08407565395161704
"(532, 658)",0.9492239974920343
"(1348, 1558)",0.37228055893979206
"(824, 873)",0.6032183279670202
"(489, 1077)",0.8724550612943689
"(504, 705)",0.14074661937429725
"(812, 845)",0.7136521758433768
"(1165, 1381)",0.9326550292515219
"(922, 1266)",0.14682159307890916
"(558, 1477)",0.5876898280940136
"(552, 1420)",0.9116930884798461
"(627, 1377)",0.7350155108400802
"(1138, 1211)",0.08407565395161704
"(779, 1589)",0.708766638596031
"(719, 1273)",0.94994196921541
"(428, 1458)",0.8496069243382214
"(1369, 1402)",0.4408795640021291
"(1164, 1171)",0.38692722810825636
"(1143, 1456)",0.9096381939635361
"(784, 1558)",0.09284615576650834
"(852, 1026)",0.7338358181261362
"(1104, 1273)",0.9258037819707978
"(787, 946)",0.24931763166842016
"(476, 489)",0.5418133760263971
"(680, 1383)",0.8987752396238687
"(1381, 1489)",0.9178407245327498
"(441, 1466)",0.6538897894596003
"(1283, 1506)",0.885900275769342
"(557, 993)",0.642046804807494
"(981, 1303)",0.7149109130306217
"(391, 1257)",0.10671351803775285
"(395, 868)",0.7792035187304708
"(344, 1203)",0.7360344900729094
"(434, 1261)",0.6507773823000063
"(844, 935)",0.4831927995737914
"(757, 1466)",0.8422170506499554
"(504, 1029)",0.8586782541054199
"(619, 1227)",0.4181028269617878
"(317, 1246)",0.9492239974920343
"(1527, 1551)",0.9149774542228981
"(362, 1356)",0.48196235513992286
"(775, 1024)",0.21296227888756228
"(986, 1368)",0.802098392206264
"(327, 1090)",0.12366390322625107
"(485, 1201)",0.20952479739151
"(514, 1207)",0.526309283902571
"(338, 1259)",0.930536074358994
"(407, 868)",0.8528842268122714
"(736, 1384)",0.9484872868402575
"(390, 1581)",0.5712338100880606
"(1293, 1445)",0.9492239974920343
"(739, 1520)",0.9298232406951051
"(779, 1469)",0.11870312260184239
"(335, 1262)",0.770826143216138
"(304, 1013)",0.6900691385924819
"(1042, 1059)",0.6237585127570595
"(635, 1331)",0.6771185130998942
"(1185, 1344)",0.9402158866155078
"(312, 450)",0.9065879158456887
"(488, 793)",0.4029781207787701
"(1270, 1341)",0.565486545779736
"(319, 353)",0.9345076235292672
"(1174, 1380)",0.9012520650927963
"(412, 1270)",0.7713526315136383
"(402, 1543)",0.7713526315136383
"(695, 1484)",0.903892513160322
"(818, 982)",0.7054985905582178
"(923, 1027)",0.21005341313738882
"(843, 1230)",0.8711578201658051
"(953, 1488)",0.7848043495469409
"(1401, 1441)",0.9360831795888706
"(1273, 1322)",0.7948407308170469
"(1085, 1139)",0.760023567786318
"(746, 1071)",0.6578194800800067
"(559, 590)",0.9101233553965992
"(500, 1045)",0.8843652532089697
"(340, 1198)",0.513968685019565
"(598, 719)",0.8318576329793895
"(772, 1104)",0.38021563365501065
"(930, 1203)",0.5690228336460874
"(500, 1453)",0.589834358438884
"(1459, 1569)",0.5334255746053354
"(305, 867)",0.8951015909852578
"(712, 898)",0.45316218680444453
"(1055, 1483)",0.1308917223667068
"(483, 820)",0.5820124237377347
"(791, 1293)",0.15419817435664826
"(435, 1271)",0.9492239974920343
"(677, 1351)",0.9492239974920343
"(602, 1524)",0.5204069981731217
"(418, 1360)",0.8773535771270116
"(584, 1241)",0.08407565395161704
"(1001, 1502)",0.08407565395161704
"(1320, 1440)",0.9026516290116225
"(1137, 1219)",0.6123278990121562
"(630, 655)",0.46899049492253075
"(1090, 1340)",0.8655864209517751
"(398, 592)",0.8883099534419663
"(354, 987)",0.8422170506499554
"(576, 1368)",0.08407565395161706
"(786, 1072)",0.8724550612943689
"(675, 785)",0.9243619455115945
"(464, 496)",0.5310646086210588
"(686, 1107)",0.6713444793801058
"(330, 1024)",0.833519334823159
"(789, 1147)",0.943478158890601
"(650, 1518)",0.8362552254154686
"(538, 1106)",0.9492239974920343
"(1269, 1491)",0.8075323955374396
"(755, 1473)",0.1959084893100148
"(2277, 2276)",0.9492239974920343
"(1322, 1447)",0.30101602283870615
"(1483, 2453)",0.23216912228881895
"(450, 867)",0.35113902254157053
"(807, 1179)",0.8893840220011898
"(891, 1441)",0.8148462379763919
"(386, 398)",0.9323847714691432
"(484, 1160)",0.2542175681412867
"(1141, 1222)",0.8600476087888453
"(391, 414)",0.13352698355117654
"(1375, 1461)",0.10494227033486296
"(593, 1219)",0.6123278990121562
"(354, 1244)",0.6035116138778873
"(1285, 1389)",0.29161031763893047
"(372, 1119)",0.10357183640296909
"(704, 933)",0.9114042125689361
"(1008, 1498)",0.8036557181471897
"(493, 950)",0.526309283902571
"(729, 1048)",0.15409046845673469
"(1232, 1292)",0.08407565395161704
"(375, 1518)",0.2136059546163644
